ID,Reference,Binomial,Genus,Species,Replicate,Specific_location,Location,Taxonomic_group,Latitude,Longitude,System,X1970,X1971,X1972,X1973,X1974,X1975,X1976,X1977,X1978,X1979,X1980,X1981,X1982,X1983,X1984,X1985,X1986,X1987,X1988,X1989,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013,X2014,X2015,X2016,X2017,X2018,X2019,X2020,X2021,X2022
New2024_332,Pukaskwa National Park. 2024. Wolf - Pukaskwa Open Data. Parks Canada. (provided in email),Ursus_americanus,Ursus,americanus,0,1,"Pukaskwa National Park, Ontario, 13",Mammals,48.0123,-85.9039,Terrestrial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.011235955,0,0.011049724,0.00304878,0.005540166,0.012903226,NULL,NULL,NULL,NULL,NULL,NULL,NULL
New2024_333,Pukaskwa National Park. 2024. Wolf - Pukaskwa Open Data. Parks Canada. (provided in email),Ursus_americanus,Ursus,americanus,0,1,"Pukaskwa National Park, Ontario, 14",Mammals,48.0993,-86.0411,Terrestrial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.002770083,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
New2024_334,Pukaskwa National Park. 2024. Wolf - Pukaskwa Open Data. Parks Canada. (provided in email),Ursus_americanus,Ursus,americanus,0,1,"Pukaskwa National Park, Ontario, 15",Mammals,48.1058,-86.0481,Terrestrial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.009615385,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
New2024_335,Pukaskwa National Park. 2024. Wolf - Pukaskwa Open Data. Parks Canada. (provided in email),Ursus_americanus,Ursus,americanus,0,1,"Pukaskwa National Park, Ontario, 16",Mammals,48.3730,-86.1906,Terrestrial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.036144578,0.047794118,0.011049724,0.006410256,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
New2024_336,Pukaskwa National Park. 2024. Wolf - Pukaskwa Open Data. Parks Canada. (provided in email),Ursus_americanus,Ursus,americanus,0,1,"Pukaskwa National Park, Ontario, 17",Mammals,48.1817,-86.0892,Terrestrial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.019323671,0,0,0,0.009389671,0,0.002808989,0.005714286
New2024_337,Pukaskwa National Park. 2024. Wolf - Pukaskwa Open Data. Parks Canada. (provided in email),Ursus_americanus,Ursus,americanus,0,1,"Pukaskwa National Park, Ontario, 18",Mammals,48.2113,-86.1093,Terrestrial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.022222222,0.002770083,0,0.12605042,0.008310249,0.038781163,0.003058104,0,0,0,0,0,0
New2024_338,Pukaskwa National Park. 2024. Wolf - Pukaskwa Open Data. Parks Canada. (provided in email),Ursus_americanus,Ursus,americanus,0,1,"Pukaskwa National Park, Ontario, 19",Mammals,48.2990,-86.1559,Terrestrial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.110803324,0,0,0.014563107,0.096774194,0,0.009302326,0.083333333
New2024_339,Pukaskwa National Park. 2024. Wolf - Pukaskwa Open Data. Parks Canada. (provided in email),Ursus_americanus,Ursus,americanus,0,1,"Pukaskwa National Park, Ontario, 20",Mammals,48.0993,-86.0411,Terrestrial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0.002840909,0,0,0,0.002770083,0,0
New2024_34,"Open Government: Sinclair, A., Schnute, J., Haigh, R., Starr, P., Stanley, R. D., Fargo, J., and Workman, G. 2003. Feasibility of multispecies groundfish bottom trawl surveys on the BC coast. DFO Can. Sci. Advis. Sec. Res. Doc. 2003/049. AND King, J.R., Surry, A.M., Wyeth, M.R., Olsen, N., and Workman, G. 2013. Strait of Georgia groundfish bottom trawl survey, March 14 – 24, 2012. Can. Tech. Rep. Fish. Aquat. Sci. 3056: vii + 58 p.",Lepidopsetta_bilineata,Lepidopsetta,bilineata,0,0,Strait of Georgia,Fish,49.35,-123.87,Marine,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,397444.7143,NULL,NULL,29229,NULL,NULL,NULL,NULL,NULL,NULL,NULL
New2024_340,Pukaskwa National Park. 2024. Wolf - Pukaskwa Open Data. Parks Canada. (provided in email),Ursus_americanus,Ursus,americanus,0,1,"Pukaskwa National Park, Ontario, 21",Mammals,48.1340,-86.0455,Terrestrial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.034146341,0.008547009,0.002881844,0.005649718,0.002770083,0.005524862,0.002873563,0
New2024_341,Pukaskwa National Park. 2024. Wolf - Pukaskwa Open Data. Parks Canada. (provided in email),Ursus_americanus,Ursus,americanus,0,1,"Pukaskwa National Park, Ontario, 22",Mammals,48.2554,-86.1321,Terrestrial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.017045455,0,0.01,0.011152416,0.042944785,0.002816901,0,0.002808989,0.002770083,0.011049724,0.002932551,0.005102041
New2024_342,Pukaskwa National Park. 2024. Wolf - Pukaskwa Open Data. Parks Canada. (provided in email),Ursus_americanus,Ursus,americanus,0,1,"Pukaskwa National Park, Ontario, 23",Mammals,48.0123,-85.9039,Terrestrial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.011235955,0,0.011049724,0.00304878,0.005540166,0.012903226,NULL,NULL,NULL,NULL,NULL,NULL,NULL
New2024_343,Pukaskwa National Park. 2024. Wolf - Pukaskwa Open Data. Parks Canada. (provided in email),Ursus_americanus,Ursus,americanus,0,1,"Pukaskwa National Park, Ontario, 24",Mammals,48.0993,-86.0411,Terrestrial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.002770083,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
New2024_344,Pukaskwa National Park. 2024. Wolf - Pukaskwa Open Data. Parks Canada. (provided in email),Ursus_americanus,Ursus,americanus,0,1,"Pukaskwa National Park, Ontario, 25",Mammals,48.1058,-86.0481,Terrestrial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.009615385,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
New2024_345,Pukaskwa National Park. 2024. Wolf - Pukaskwa Open Data. Parks Canada. (provided in email),Ursus_americanus,Ursus,americanus,0,1,"Pukaskwa National Park, Ontario, 26",Mammals,48.3730,-86.1906,Terrestrial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.036144578,0.047794118,0.011049724,0.006410256,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
New2024_346,Pukaskwa National Park. 2024. Wolf - Pukaskwa Open Data. Parks Canada. (provided in email),Ursus_americanus,Ursus,americanus,0,1,"Pukaskwa National Park, Ontario, 27",Mammals,48.1817,-86.0892,Terrestrial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.019323671,0,0,0,0.009389671,0,0.002808989,0.005714286
New2024_347,Pukaskwa National Park. 2024. Wolf - Pukaskwa Open Data. Parks Canada. (provided in email),Ursus_americanus,Ursus,americanus,0,1,"Pukaskwa National Park, Ontario, 28",Mammals,48.2113,-86.1093,Terrestrial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.022222222,0.002770083,0,0.12605042,0.008310249,0.038781163,0.003058104,0,0,0,0,0,0
New2024_348,Pukaskwa National Park. 2024. Wolf - Pukaskwa Open Data. Parks Canada. (provided in email),Ursus_americanus,Ursus,americanus,0,1,"Pukaskwa National Park, Ontario, 29",Mammals,48.2990,-86.1559,Terrestrial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.110803324,0,0,0.014563107,0.096774194,0,0.009302326,0.083333333
New2024_349,Pukaskwa National Park. 2024. Wolf - Pukaskwa Open Data. Parks Canada. (provided in email),Ursus_americanus,Ursus,americanus,0,1,"Pukaskwa National Park, Ontario, 30",Mammals,48.0993,-86.0411,Terrestrial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0.002840909,0,0,0,0.002770083,0,0
New2024_35,"Open Government: Sinclair, A., Schnute, J., Haigh, R., Starr, P., Stanley, R. D., Fargo, J., and Workman, G. 2003. Feasibility of multispecies groundfish bottom trawl surveys on the BC coast. DFO Can. Sci. Advis. Sec. Res. Doc. 2003/049. AND King, J.R., Surry, A.M., Wyeth, M.R., Olsen, N., and Workman, G. 2013. Strait of Georgia groundfish bottom trawl survey, March 14 – 24, 2012. Can. Tech. Rep. Fish. Aquat. Sci. 3056: vii + 58 p.",Leptocottus_armatus,Leptocottus,armatus,0,0,Strait of Georgia,Fish,49.35,-123.87,Marine,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6196.285714,NULL,NULL,2559.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL
New2024_350,Pukaskwa National Park. 2024. Wolf - Pukaskwa Open Data. Parks Canada. (provided in email),Rangifer_tarandus,Rangifer,tarandus,0,1,"Pukaskwa National Park, Ontario, 31",Mammals,48.1143,-86.0368,Terrestrial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.002770083,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
New2024_351,Pukaskwa National Park. 2024. Wolf - Pukaskwa Open Data. Parks Canada. (provided in email),Rangifer_tarandus,Rangifer,tarandus,0,1,"Pukaskwa National Park, Ontario, 32",Mammals,48.6009,-86.2894,Terrestrial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.005376344,0,0,0,0,0,0,0
New2024_352,Pukaskwa National Park. 2024. Wolf - Pukaskwa Open Data. Parks Canada. (provided in email),Rangifer_tarandus,Rangifer,tarandus,0,1,"Pukaskwa National Park, Ontario, 33",Mammals,48.3265,-86.1807,Terrestrial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.025477707,0,0,0,0,0,0,0,0,NULL,0,0,0
New2024_353,Pukaskwa National Park. 2024. Wolf - Pukaskwa Open Data. Parks Canada. (provided in email),Rangifer_tarandus,Rangifer,tarandus,0,1,"Pukaskwa National Park, Ontario, 34",Mammals,48.1058,-86.0481,Terrestrial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.083333333,0.04432133,0,0,0,0,0,0,0,0,0,0,0
New2024_354,Pukaskwa National Park. 2024. Wolf - Pukaskwa Open Data. Parks Canada. (provided in email),Rangifer_tarandus,Rangifer,tarandus,0,1,"Pukaskwa National Park, Ontario, 35",Mammals,48.1143,-86.0368,Terrestrial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.002770083,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
New2024_355,Pukaskwa National Park. 2024. Wolf - Pukaskwa Open Data. Parks Canada. (provided in email),Rangifer_tarandus,Rangifer,tarandus,0,1,"Pukaskwa National Park, Ontario, 36",Mammals,48.6009,-86.2894,Terrestrial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.005376344,0,0,0,0,0,0,0
New2024_356,Pukaskwa National Park. 2024. Wolf - Pukaskwa Open Data. Parks Canada. (provided in email),Rangifer_tarandus,Rangifer,tarandus,0,1,"Pukaskwa National Park, Ontario, 37",Mammals,48.3265,-86.1807,Terrestrial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.025477707,0,0,0,0,0,0,0,0,NULL,0,0,0
New2024_357,Pukaskwa National Park. 2024. Wolf - Pukaskwa Open Data. Parks Canada. (provided in email),Rangifer_tarandus,Rangifer,tarandus,0,1,"Pukaskwa National Park, Ontario, 38",Mammals,48.1058,-86.0481,Terrestrial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.083333333,0.04432133,0,0,0,0,0,0,0,0,0,0,0
New2024_358,Pukaskwa National Park. 2024. Wolf - Pukaskwa Open Data. Parks Canada. (provided in email),Rangifer_tarandus,Rangifer,tarandus,0,1,"Pukaskwa National Park, Ontario, 39",Mammals,48.1143,-86.0368,Terrestrial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.002770083,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
New2024_359,Pukaskwa National Park. 2024. Wolf - Pukaskwa Open Data. Parks Canada. (provided in email),Rangifer_tarandus,Rangifer,tarandus,0,1,"Pukaskwa National Park, Ontario, 40",Mammals,48.6009,-86.2894,Terrestrial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.005376344,0,0,0,0,0,0,0
New2024_36,"Open Government: Sinclair, A., Schnute, J., Haigh, R., Starr, P., Stanley, R. D., Fargo, J., and Workman, G. 2003. Feasibility of multispecies groundfish bottom trawl surveys on the BC coast. DFO Can. Sci. Advis. Sec. Res. Doc. 2003/049. AND King, J.R., Surry, A.M., Wyeth, M.R., Olsen, N., and Workman, G. 2013. Strait of Georgia groundfish bottom trawl survey, March 14 – 24, 2012. Can. Tech. Rep. Fish. Aquat. Sci. 3056: vii + 58 p.",Lycodes_diapterus,Lycodes,diapterus,0,0,Strait of Georgia,Fish,49.35,-123.87,Marine,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3083.6,NULL,NULL,15141.45455,NULL,NULL,NULL,NULL,NULL,NULL,NULL
New2024_360,Pukaskwa National Park. 2024. Wolf - Pukaskwa Open Data. Parks Canada. (provided in email),Rangifer_tarandus,Rangifer,tarandus,0,1,"Pukaskwa National Park, Ontario, 41",Mammals,48.3265,-86.1807,Terrestrial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.025477707,0,0,0,0,0,0,0,0,NULL,0,0,0
New2024_361,Pukaskwa National Park. 2024. Wolf - Pukaskwa Open Data. Parks Canada. (provided in email),Rangifer_tarandus,Rangifer,tarandus,0,1,"Pukaskwa National Park, Ontario, 42",Mammals,48.1058,-86.0481,Terrestrial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.083333333,0.04432133,0,0,0,0,0,0,0,0,0,0,0
New2024_362,Pukaskwa National Park. 2024. Wolf - Pukaskwa Open Data. Parks Canada. (provided in email),Rangifer_tarandus,Rangifer,tarandus,0,1,"Pukaskwa National Park, Ontario, 43",Mammals,48.2775,-85.8391,Terrestrial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.121,NULL,NULL,0.000,NULL,NULL,NULL,0.000,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
New2024_363,Pukaskwa National Park. 2024. Wolf - Pukaskwa Open Data. Parks Canada. (provided in email),Puma_concolor,Puma,concolor,0,1,"Pukaskwa National Park, Ontario, 44",Mammals,48.4635,-86.2331,Terrestrial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0.003225806,0.003344482,0
New2024_364,Pukaskwa National Park. 2024. Wolf - Pukaskwa Open Data. Parks Canada. (provided in email),Puma_concolor,Puma,concolor,0,1,"Pukaskwa National Park, Ontario, 45",Mammals,48.4635,-86.2331,Terrestrial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0.003225806,0.003344482,0
New2024_365,Pukaskwa National Park. 2024. Wolf - Pukaskwa Open Data. Parks Canada. (provided in email),Puma_concolor,Puma,concolor,0,1,"Pukaskwa National Park, Ontario, 46",Mammals,48.4635,-86.2331,Terrestrial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0.003225806,0.003344482,0
New2024_366,Pukaskwa National Park. 2024. Wolf - Pukaskwa Open Data. Parks Canada. (provided in email),Canis_latrans,Canis,latrans,0,1,"Pukaskwa National Park, Ontario, 47",Mammals,48.2990,-86.1559,Terrestrial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.002770083,0,0,0,0,0,0,0
New2024_367,Pukaskwa National Park. 2024. Wolf - Pukaskwa Open Data. Parks Canada. (provided in email),Canis_latrans,Canis,latrans,0,1,"Pukaskwa National Park, Ontario, 48",Mammals,48.2554,-86.1321,Terrestrial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0.002770083,0,0,0
New2024_368,Pukaskwa National Park. 2024. Wolf - Pukaskwa Open Data. Parks Canada. (provided in email),Canis_latrans,Canis,latrans,0,1,"Pukaskwa National Park, Ontario, 49",Mammals,48.2990,-86.1559,Terrestrial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.002770083,0,0,0,0,0,0,0
